ts,src_ip,dst_ip,pck_len,user,num_attack,ip_diff,range_ip,ip_medium,ip_std,pck_medium,pck_std
1615346800.452621,276,5149,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346800.4698,276,5289,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346800.4731786,276,5225,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346800.492216,276,5173,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346800.497384,276,5172,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346800.6260061,276,5108,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346800.725152,276,5149,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346800.727747,276,5347,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346800.732843,276,5225,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346800.749741,276,5289,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346800.7611651,276,5173,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346800.793821,276,5330,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346800.816931,276,5328,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346800.975468,276,5149,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346800.983592,276,5347,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346800.9956071,276,5225,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346800.999986,276,5289,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346801.0144901,276,5173,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346801.123058,276,5339,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346801.239131,276,5149,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346801.240365,276,5347,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346801.246094,276,5225,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346801.267653,276,5289,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346801.271408,276,5173,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346801.429894,276,5146,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346801.49676,276,5225,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346801.501376,276,5149,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
